id;nature;couleur;nb_places;date_realisation;observations;meta_insee;meta_siren;meta_datcreat;meta_datmaj;meta_datsupp;meta_source;meta_actif;meta_resolution_spatiale;meta_licence;meta_observations;meta_genealogie;nom_fic;lamb93_x;lamb93_y;gps_x_long;gps_y_lat;latitude;longitude
71;festival;gris;3;20180903;;84007;218400075;20190424105527;20190424105527;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;845382.1142308898;6318255.801387037;4.811120733302792;43.948299107606836;43.948299107606836;4.811120733302792
72;festival;gris;3;20180903;;84007;218400075;20190424105527;20190424105527;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;844984.7472898584;6317883.878495194;4.806066244171742;43.945034719983944;43.945034719983944;4.806066244171742
73;festival;gris;2;20180903;;84007;218400075;20190424105527;20190424105527;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;845103.7348676224;6318008.088385523;4.807583361240088;43.94612776869399;43.94612776869399;4.807583361240088
74;festival;gris;3;20180903;;84007;218400075;20190424105527;20190424105527;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;844700.190153333;6318335.929200377;4.802651298534054;43.94916046176575;43.94916046176575;4.802651298534054
75;Aréa;gris;5;20180924;;84007;218400075;20190424105527;20190424105527;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;844937.144405652;6318628.064579948;4.8056854171544865;43.951740171494386;43.951740171494386;4.8056854171544865
76;festival;bleu;5;20180924;;84007;218400075;20190424105527;20190424105527;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;844097.9096145178;6318828.2663167715;4.795290202913731;43.953713654385915;43.953713654385915;4.795290202913731
77;festival;gris;13;20180924;;84007;218400075;20190424105527;20190424105527;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;844930.1289682208;6318216.876180098;4.805480934911528;43.94804203207858;43.94804203207858;4.805480934911528
78;festival;gris;1;20180924;;84007;218400075;20190424105527;20190424105527;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;844942.065682655;6318337.499820695;4.805663942204086;43.949124861411555;43.949124861411555;4.805663942204086
79;festival;gris;2;20180924;;84007;218400075;20190424105527;20190424105527;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;844941.8562666123;6318374.566460254;4.805671891914423;43.94945840383956;43.94945840383956;4.805671891914423
80;festival;gris;2;20180924;;84007;218400075;20190424105527;20190424105527;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;845514.5044353848;6318549.428855911;4.812853391163623;43.95091361629038;43.95091361629038;4.812853391163623
